date,channel,campaign,audience,campaign_type,target_market,startup_stage,industry,message_variant,landing_page_variant,impressions,clicks,spend,landing_page_visits,leads,qualified_leads,quote_starts,quotes_completed,policies_bound,premium,cpc,ctr,lp_conversion_rate,qual_rate,cpl,cpql,cac,roas,day_of_week,is_weekend,experiment_id,variant_role,notes,data_source
2026-06-14,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1026,12,49.89,9,1,1,0,0,0,0.0,4.16,0.0117,0.1111,1.0,49.89,49.89,,0.0,6,True,,,,synthetic
2026-06-14,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,11.13,3,0,0,0,0,0,0.0,2.78,0.0336,0.0,0.0,,,,0.0,6,True,,,,synthetic
2026-06-14,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,285,9,51.12,8,2,2,0,0,0,0.0,5.68,0.0316,0.25,1.0,25.56,25.56,,0.0,6,True,,,,synthetic
2026-06-15,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,311,14,156.11,12,0,0,0,0,0,0.0,11.15,0.045,0.0,0.0,,,,0.0,0,False,ent_vs_gen_ggl,treatment,,synthetic
2026-06-15,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,210,14,125.68,11,2,1,0,0,0,0.0,8.98,0.0667,0.1818,0.5,62.84,125.68,,0.0,0,False,ent_vs_gen_ggl,control,,synthetic
2026-06-15,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,2623,17,157.49,12,3,3,1,0,0,0.0,9.26,0.0065,0.25,1.0,52.5,52.5,,0.0,0,False,,,,synthetic
2026-06-15,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1333,8,67.87,5,0,0,0,0,0,0.0,8.48,0.006,0.0,0.0,,,,0.0,0,False,,,,synthetic
2026-06-15,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,1884,26,110.88,21,2,0,0,0,0,0.0,4.26,0.0138,0.0952,0.0,55.44,,,0.0,0,False,,,,synthetic
2026-06-15,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1026,12,54.41,10,1,1,1,0,0,0.0,4.53,0.0117,0.1,1.0,54.41,54.41,,0.0,0,False,,,,synthetic
2026-06-15,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,12.05,4,1,1,1,0,0,0.0,3.01,0.0336,0.25,1.0,12.05,12.05,,0.0,0,False,,,,synthetic
2026-06-15,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,253,8,52.62,7,0,0,0,0,0,0.0,6.58,0.0316,0.0,0.0,,,,0.0,0,False,,,,synthetic
2026-06-16,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,311,14,153.32,11,1,1,1,0,0,0.0,10.95,0.045,0.0909,1.0,153.32,153.32,,0.0,1,False,ent_vs_gen_ggl,treatment,,synthetic
2026-06-16,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,240,16,135.95,12,1,1,0,0,0,0.0,8.5,0.0667,0.0833,1.0,135.95,135.95,,0.0,1,False,ent_vs_gen_ggl,control,,synthetic
2026-06-16,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,2778,18,165.36,13,2,1,0,0,0,0.0,9.19,0.0065,0.1538,0.5,82.68,165.36,,0.0,1,False,,,,synthetic
2026-06-16,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1500,9,73.03,9,2,1,1,0,0,0.0,8.11,0.006,0.2222,0.5,36.52,73.03,,0.0,1,False,,,,synthetic
2026-06-16,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,2391,33,134.07,28,7,0,0,0,0,0.0,4.06,0.0138,0.25,0.0,19.15,,,0.0,1,False,,,,synthetic
2026-06-16,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1538,18,72.68,12,2,0,0,0,0,0.0,4.04,0.0117,0.1667,0.0,36.34,,,0.0,1,False,,,,synthetic
2026-06-16,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,10.43,3,1,1,0,0,0,0.0,2.61,0.0336,0.3333,1.0,10.43,10.43,,0.0,1,False,,,,synthetic
2026-06-16,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,253,8,47.49,8,2,2,2,1,0,0.0,5.94,0.0316,0.25,1.0,23.75,23.75,,0.0,1,False,,,,synthetic
2026-06-17,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,289,13,146.45,10,2,1,1,1,0,0.0,11.27,0.045,0.2,0.5,73.22,146.45,,0.0,2,False,ent_vs_gen_ggl,treatment,,synthetic
2026-06-17,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,255,17,147.36,15,1,1,0,0,0,0.0,8.67,0.0667,0.0667,1.0,147.36,147.36,,0.0,2,False,ent_vs_gen_ggl,control,,synthetic
2026-06-17,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,3241,21,175.98,15,3,3,3,0,0,0.0,8.38,0.0065,0.2,1.0,58.66,58.66,,0.0,2,False,,,,synthetic
2026-06-17,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1667,10,80.09,10,1,0,0,0,0,0.0,8.01,0.006,0.1,0.0,80.09,,,0.0,2,False,,,,synthetic
2026-06-17,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,2536,35,126.73,29,2,1,1,1,1,2551.11,3.62,0.0138,0.069,0.5,63.37,126.73,126.73,20.1303,2,False,,,,synthetic
2026-06-17,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1453,17,72.57,14,0,0,0,0,0,0.0,4.27,0.0117,0.0,0.0,,,,0.0,2,False,,,,synthetic
2026-06-17,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,11.02,3,1,1,1,1,1,4493.11,2.75,0.0336,0.3333,1.0,11.02,11.02,11.02,407.7232,2,False,,,,synthetic
2026-06-17,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,253,8,49.43,7,1,0,0,0,0,0.0,6.18,0.0316,0.1429,0.0,49.43,,,0.0,2,False,,,,synthetic
2026-06-18,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,333,15,160.79,14,4,4,4,3,0,0.0,10.72,0.045,0.2857,1.0,40.2,40.2,,0.0,3,False,ent_vs_gen_ggl,treatment,,synthetic
2026-06-18,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,285,19,157.38,14,3,2,0,0,0,0.0,8.28,0.0667,0.2143,0.6667,52.46,78.69,,0.0,3,False,ent_vs_gen_ggl,control,,synthetic
2026-06-18,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,3549,23,188.18,20,5,2,1,0,0,0.0,8.18,0.0065,0.25,0.4,37.64,94.09,,0.0,3,False,,,,synthetic
2026-06-18,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1500,9,73.74,7,0,0,0,0,0,0.0,8.19,0.006,0.0,0.0,,,,0.0,3,False,,,,synthetic
2026-06-18,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,2391,33,140.17,22,1,0,0,0,0,0.0,4.25,0.0138,0.0455,0.0,140.17,,,0.0,3,False,,,,synthetic
2026-06-18,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1368,16,75.65,14,2,0,0,0,0,0.0,4.73,0.0117,0.1429,0.0,37.83,,,0.0,3,False,,,,synthetic
2026-06-18,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,12.22,4,0,0,0,0,0,0.0,3.06,0.0336,0.0,0.0,,,,0.0,3,False,,,,synthetic
2026-06-18,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,316,10,49.34,9,0,0,0,0,0,0.0,4.93,0.0316,0.0,0.0,,,,0.0,3,False,,,,synthetic
2026-06-19,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,289,13,138.7,11,3,1,1,1,0,0.0,10.67,0.045,0.2727,0.3333,46.23,138.7,,0.0,4,False,ent_vs_gen_ggl,treatment,,synthetic
2026-06-19,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,255,17,144.54,17,6,1,0,0,0,0.0,8.5,0.0667,0.3529,0.1667,24.09,144.54,,0.0,4,False,ent_vs_gen_ggl,control,,synthetic
2026-06-19,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,2623,17,151.36,13,1,0,0,0,0,0.0,8.9,0.0065,0.0769,0.0,151.36,,,0.0,4,False,,,,synthetic
2026-06-19,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1167,7,59.3,5,0,0,0,0,0,0.0,8.47,0.006,0.0,0.0,,,,0.0,4,False,,,,synthetic
2026-06-19,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,2246,31,114.91,26,4,2,0,0,0,0.0,3.71,0.0138,0.1538,0.5,28.73,57.45,,0.0,4,False,,,,synthetic
2026-06-19,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1282,15,66.71,10,0,0,0,0,0,0.0,4.45,0.0117,0.0,0.0,,,,0.0,4,False,,,,synthetic
2026-06-19,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,12.83,4,1,1,1,0,0,0.0,3.21,0.0336,0.25,1.0,12.83,12.83,,0.0,4,False,,,,synthetic
2026-06-19,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,285,9,52.33,8,1,1,0,0,0,0.0,5.81,0.0316,0.125,1.0,52.33,52.33,,0.0,4,False,,,,synthetic
2026-06-20,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,289,13,149.26,13,1,1,0,0,0,0.0,11.48,0.045,0.0769,1.0,149.26,149.26,,0.0,5,True,ent_vs_gen_ggl,treatment,,synthetic
2026-06-20,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,255,17,137.91,15,1,0,0,0,0,0.0,8.11,0.0667,0.0667,0.0,137.91,,,0.0,5,True,ent_vs_gen_ggl,control,,synthetic
2026-06-20,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,772,5,45.87,5,0,0,0,0,0,0.0,9.17,0.0065,0.0,0.0,,,,0.0,5,True,,,,synthetic
2026-06-20,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1167,7,50.07,6,1,1,0,0,0,0.0,7.15,0.006,0.1667,1.0,50.07,50.07,,0.0,5,True,,,,synthetic
2026-06-20,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,942,13,53.45,11,3,1,0,0,0,0.0,4.11,0.0138,0.2727,0.3333,17.82,53.45,,0.0,5,True,,,,synthetic
2026-06-20,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1026,12,51.6,9,0,0,0,0,0,0.0,4.3,0.0117,0.0,0.0,,,,0.0,5,True,,,,synthetic
2026-06-20,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,11.52,3,2,1,0,0,0,0.0,2.88,0.0336,0.6667,0.5,5.76,11.52,,0.0,5,True,,,,synthetic
2026-06-20,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,253,8,48.54,7,1,1,1,0,0,0.0,6.07,0.0316,0.1429,1.0,48.54,48.54,,0.0,5,True,,,,synthetic
2026-06-21,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,311,14,153.7,12,3,1,1,0,0,0.0,10.98,0.045,0.25,0.3333,51.23,153.7,,0.0,6,True,ent_vs_gen_ggl,treatment,,synthetic
2026-06-21,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,255,17,155.83,15,3,0,0,0,0,0.0,9.17,0.0667,0.2,0.0,51.94,,,0.0,6,True,ent_vs_gen_ggl,control,,synthetic
2026-06-21,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,926,6,51.71,6,0,0,0,0,0,0.0,8.62,0.0065,0.0,0.0,,,,0.0,6,True,,,,synthetic
2026-06-21,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1000,6,51.62,6,0,0,0,0,0,0.0,8.6,0.006,0.0,0.0,,,,0.0,6,True,,,,synthetic
2026-06-21,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,870,12,48.43,9,0,0,0,0,0,0.0,4.04,0.0138,0.0,0.0,,,,0.0,6,True,,,,synthetic
2026-06-21,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,940,11,48.98,8,0,0,0,0,0,0.0,4.45,0.0117,0.0,0.0,,,,0.0,6,True,,,,synthetic
2026-06-21,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,11.65,1,0,0,0,0,0,0.0,2.91,0.0336,0.0,0.0,,,,0.0,6,True,,,,synthetic
2026-06-21,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,253,8,50.63,8,1,1,0,0,0,0.0,6.33,0.0316,0.125,1.0,50.63,50.63,,0.0,6,True,,,,synthetic
2026-06-22,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,533,24,275.35,17,4,2,2,1,1,4312.15,11.47,0.045,0.2353,0.5,68.84,137.68,275.35,15.6606,0,False,ent_vs_gen_ggl,treatment,,synthetic
2026-06-22,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,165,11,94.7,7,0,0,0,0,0,0.0,8.61,0.0667,0.0,0.0,,,,0.0,0,False,ent_vs_gen_ggl,control,,synthetic
2026-06-22,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,2623,17,146.11,16,0,0,0,0,0,0.0,8.59,0.0065,0.0,0.0,,,,0.0,0,False,,,,synthetic
2026-06-22,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1333,8,63.7,6,1,1,1,1,1,3720.03,7.96,0.006,0.1667,1.0,63.7,63.7,63.7,58.3992,0,False,,,,synthetic
2026-06-22,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,1739,24,103.11,19,3,0,0,0,0,0.0,4.3,0.0138,0.1579,0.0,34.37,,,0.0,0,False,,,,synthetic
2026-06-22,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1111,13,58.78,10,0,0,0,0,0,0.0,4.52,0.0117,0.0,0.0,,,,0.0,0,False,,,,synthetic
2026-06-22,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,12.06,4,0,0,0,0,0,0.0,3.02,0.0336,0.0,0.0,,,,0.0,0,False,,,,synthetic
2026-06-22,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,253,8,50.86,7,4,3,2,1,0,0.0,6.36,0.0316,0.5714,0.75,12.71,16.95,,0.0,0,False,,,,synthetic
2026-06-23,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,911,41,398.78,34,4,2,2,1,0,0.0,9.73,0.045,0.1176,0.5,99.69,199.39,,0.0,1,False,ent_vs_gen_ggl,treatment,,synthetic
2026-06-23,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,225,15,140.06,14,0,0,0,0,0,0.0,9.34,0.0667,0.0,0.0,,,,0.0,1,False,ent_vs_gen_ggl,control,,synthetic
2026-06-23,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,2778,18,161.8,14,2,1,1,0,0,0.0,8.99,0.0065,0.1429,0.5,80.9,161.8,,0.0,1,False,,,,synthetic
2026-06-23,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1833,11,82.57,8,1,1,1,0,0,0.0,7.51,0.006,0.125,1.0,82.57,82.57,,0.0,1,False,,,,synthetic
2026-06-23,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,2464,34,140.82,24,3,0,0,0,0,0.0,4.14,0.0138,0.125,0.0,46.94,,,0.0,1,False,,,,synthetic
2026-06-23,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1368,16,79.33,11,0,0,0,0,0,0.0,4.96,0.0117,0.0,0.0,,,,0.0,1,False,,,,synthetic
2026-06-23,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,11.42,4,1,1,1,0,0,0.0,2.85,0.0336,0.25,1.0,11.42,11.42,,0.0,1,False,,,,synthetic
2026-06-23,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,285,9,52.02,8,1,0,0,0,0,0.0,5.78,0.0316,0.125,0.0,52.02,,,0.0,1,False,,,,synthetic
2026-06-24,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,800,36,384.81,31,3,0,0,0,0,0.0,10.69,0.045,0.0968,0.0,128.27,,,0.0,2,False,ent_vs_gen_ggl,treatment,,synthetic
2026-06-24,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,195,13,118.73,9,2,1,1,0,0,0.0,9.13,0.0667,0.2222,0.5,59.37,118.73,,0.0,2,False,ent_vs_gen_ggl,control,,synthetic
2026-06-24,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,3395,22,193.18,17,3,3,0,0,0,0.0,8.78,0.0065,0.1765,1.0,64.39,64.39,,0.0,2,False,,,,synthetic
2026-06-24,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1667,10,81.68,8,0,0,0,0,0,0.0,8.17,0.006,0.0,0.0,,,,0.0,2,False,,,,synthetic
2026-06-24,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,2536,35,151.56,25,3,0,0,0,0,0.0,4.33,0.0138,0.12,0.0,50.52,,,0.0,2,False,,,,synthetic
2026-06-24,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1624,19,86.19,11,2,0,0,0,0,0.0,4.54,0.0117,0.1818,0.0,43.09,,,0.0,2,False,,,,synthetic
2026-06-24,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,12.97,4,1,1,1,1,0,0.0,3.24,0.0336,0.25,1.0,12.97,12.97,,0.0,2,False,,,,synthetic
2026-06-24,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,253,8,50.79,7,0,0,0,0,0,0.0,6.35,0.0316,0.0,0.0,,,,0.0,2,False,,,,synthetic
2026-06-25,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,756,34,374.7,24,7,4,3,0,0,0.0,11.02,0.045,0.2917,0.5714,53.53,93.67,,0.0,3,False,ent_vs_gen_ggl,treatment,,synthetic
2026-06-25,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,210,14,122.15,11,0,0,0,0,0,0.0,8.72,0.0667,0.0,0.0,,,,0.0,3,False,ent_vs_gen_ggl,control,,synthetic
2026-06-25,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,3241,21,193.33,20,3,1,1,0,0,0.0,9.21,0.0065,0.15,0.3333,64.44,193.33,,0.0,3,False,,,,synthetic
2026-06-25,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1833,11,82.54,7,0,0,0,0,0,0.0,7.5,0.006,0.0,0.0,,,,0.0,3,False,,,,synthetic
2026-06-25,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,2609,36,141.49,26,3,1,1,1,1,2540.73,3.93,0.0138,0.1154,0.3333,47.16,141.49,141.49,17.957,3,False,,,,synthetic
2026-06-25,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1368,16,72.53,12,0,0,0,0,0,0.0,4.53,0.0117,0.0,0.0,,,,0.0,3,False,,,,synthetic
2026-06-25,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,11.9,2,1,1,1,1,0,0.0,2.98,0.0336,0.5,1.0,11.9,11.9,,0.0,3,False,,,,synthetic
2026-06-25,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,253,8,49.35,8,3,3,1,0,0,0.0,6.17,0.0316,0.375,1.0,16.45,16.45,,0.0,3,False,,,,synthetic
2026-06-26,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,600,27,290.89,22,4,0,0,0,0,0.0,10.77,0.045,0.1818,0.0,72.72,,,0.0,4,False,ent_vs_gen_ggl,treatment,,synthetic
2026-06-26,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,195,13,102.5,12,1,0,0,0,0,0.0,7.88,0.0667,0.0833,0.0,102.5,,,0.0,4,False,ent_vs_gen_ggl,control,,synthetic
2026-06-26,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,2623,17,155.78,12,4,4,2,2,1,4446.8,9.16,0.0065,0.3333,1.0,38.95,38.95,155.78,28.5454,4,False,,,,synthetic
2026-06-26,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1333,8,65.71,6,3,0,0,0,0,0.0,8.21,0.006,0.5,0.0,21.9,,,0.0,4,False,,,,synthetic
2026-06-26,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,1884,26,109.26,17,0,0,0,0,0,0.0,4.2,0.0138,0.0,0.0,,,,0.0,4,False,,,,synthetic
2026-06-26,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1111,13,59.81,8,0,0,0,0,0,0.0,4.6,0.0117,0.0,0.0,,,,0.0,4,False,,,,synthetic
2026-06-26,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,11.81,4,1,1,0,0,0,0.0,2.95,0.0336,0.25,1.0,11.81,11.81,,0.0,4,False,,,,synthetic
2026-06-26,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,253,8,49.28,5,0,0,0,0,0,0.0,6.16,0.0316,0.0,0.0,,,,0.0,4,False,,,,synthetic
2026-06-27,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,222,10,102.45,5,2,2,2,1,0,0.0,10.25,0.045,0.4,1.0,51.23,51.23,,0.0,5,True,ent_vs_gen_ggl,treatment,,synthetic
2026-06-27,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,75,5,45.98,3,0,0,0,0,0,0.0,9.2,0.0667,0.0,0.0,,,,0.0,5,True,ent_vs_gen_ggl,control,,synthetic
2026-06-27,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,926,6,49.5,5,0,0,0,0,0,0.0,8.25,0.0065,0.0,0.0,,,,0.0,5,True,,,,synthetic
2026-06-27,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1167,7,53.68,4,0,0,0,0,0,0.0,7.67,0.006,0.0,0.0,,,,0.0,5,True,,,,synthetic
2026-06-27,Meta,C-MTA-GEN,ai_founders,prospecting,Remote,pre_seed,ai_infra,generic,generic,1087,15,54.64,8,0,0,0,0,0,0.0,3.64,0.0138,0.0,0.0,,,,0.0,5,True,,,,synthetic
2026-06-27,Meta,C-MTA-AI,saas_founders,prospecting,Remote,pre_seed,ai_saas,enterprise,ai_focused,1026,12,50.43,10,0,0,0,0,0,0.0,4.2,0.0117,0.0,0.0,,,,0.0,5,True,,,,synthetic
2026-06-27,Meta,C-MTA-RET,retargeting,retargeting,Remote,seed,ai_saas,enterprise,enterprise_ready,119,4,11.71,4,2,2,1,1,1,5597.3,2.93,0.0336,0.5,1.0,5.86,5.86,11.71,477.9932,5,True,,,,synthetic
2026-06-27,Google Search,C-GGL-RET,retargeting,retargeting,Remote,seed,ai_saas,generic,generic,253,8,51.42,8,0,0,0,0,0,0.0,6.43,0.0316,0.0,0.0,,,,0.0,5,True,,,,synthetic
2026-06-28,Google Search,C-GGL-ENT,ai_founders,prospecting,SF Bay,seed,ai_saas,enterprise,enterprise_ready,178,8,92.98,7,2,1,1,0,0,0.0,11.62,0.0449,0.2857,0.5,46.49,92.98,,0.0,6,True,ent_vs_gen_ggl,treatment,,synthetic
2026-06-28,Google Search,C-GGL-GEN,saas_founders,prospecting,Remote,pre_seed,ai_saas,generic,generic,90,6,53.51,5,1,0,0,0,0,0.0,8.92,0.0667,0.2,0.0,53.51,,,0.0,6,True,ent_vs_gen_ggl,control,,synthetic
2026-06-28,LinkedIn,C-LNK-ENT,ai_founders,prospecting,NYC,seed,ai_saas,enterprise,enterprise_ready,926,6,51.89,5,0,0,0,0,0,0.0,8.65,0.0065,0.0,0.0,,,,0.0,6,True,,,,synthetic
2026-06-28,LinkedIn,C-LNK-FND,startup_operators,prospecting,Remote,seed,fintech,fundraising,enterprise_ready,1167,7,47.94,6,0,0,0,0,0,0.0,6.85,0.006,0.0,0.0,,,,0.0,6,True,,,,synthetic
